name,url,phone,street_address,city,state,postal_code,country,latitude,longitude,currency,low_price,high_price,amenities,image_url,nearestShuttleComment,nearestTransitComment
Cubix Crown Hill,https://www.apartments.com/cubix-crown-hill-seattle-wa/s2tsw04/,8777662059,8541 15th Ave NW,Seattle,WA,98117,US,,,USD,,,,,Takes 71.7 mins to the nearest Microsoft shuttle stop at Phinney Ave N & N 36th St,
Parla,https://www.apartments.com/parla-seattle-wa/dh0qy5j/,,9176 Holman Rd NW,Seattle,WA,98117,US,,,USD,,,,,Takes 73.1 mins to the nearest Microsoft shuttle stop at Phinney Ave N & N 36th St,
Delridge Crossing Apartments,https://www.apartments.com/delridge-crossing-apartments-seattle-wa/ym21wdr/,2062025745,2425 SW Webster St,Seattle,WA,98106,US,,,USD,,,,,Takes 74.4 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Leilani Apartment Homes,https://www.apartments.com/leilani-apartment-homes-seattle-wa/nq961rp/,,10215 Greenwood Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 76.3 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Thornton Place,https://www.apartments.com/thornton-place-seattle-wa/ftt6p0v/,,337 NE 103rd St,Seattle,WA,98125,US,,,USD,,,,,Takes 76.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Luxe at Meridian,https://www.apartments.com/luxe-at-meridian-seattle-wa/9qwrlb5/,,10306 Meridian Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 77.9 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Copperleaf Northgate,https://www.apartments.com/copperleaf-northgate-seattle-wa/tn1tplc/,,201 NE 103rd St,Seattle,WA,98125,US,,,USD,,,,,Takes 79.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Lane,https://www.apartments.com/lane-seattle-wa/s7wg576/,2062220210,10720 5th Ave NE,Seattle,WA,98125,US,,,USD,,,,,Takes 82.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
8400 25th Avenue Southwest,https://www.apartments.com/8400-25th-avenue-southwest-seattle-wa/k1yy48b/,,8400 25th Avenue Southwest Unit A,Seattle,WA,98106,US,,,USD,,,,,Takes 82.9 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
The Galleria,https://www.apartments.com/the-galleria-seattle-wa/qctzxyz/,8555320614,10500 Meridian Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 83.9 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Modera Northgate,https://www.apartments.com/modera-northgate-seattle-wa/9sryqv6/,,10631 8th Ave NE,Seattle,WA,98125,US,,,USD,,,,,Takes 84 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Mt Baker The Maddux Apartments,https://www.apartments.com/mt-baker-the-maddux-apartments-seattle-wa/l30tmzf/,2062229230,2810 S McClellan St,Seattle,WA,98144,US,,,USD,,,,,Takes 84.4 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Northbrook Place Apartments,https://www.apartments.com/northbrook-place-apartments-seattle-wa/nv65x1q/,,10215 Lake City Way,Seattle,WA,98125,US,,,USD,,,,,Takes 90.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Avia Apartments,https://www.apartments.com/avia-apartments-seattle-wa/3fq5exg/,2065826536,11540 Greenwood Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 91.3 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Keystone Apartments,https://www.apartments.com/keystone-apartments-seattle-wa/ygf0l9v/,,9208 20th Ave SW,Seattle,WA,98106,US,,,USD,,,,,Takes 91.4 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Victory Northgate,https://www.apartments.com/victory-northgate-seattle-wa/8964zp2/,8887803134,1000 NE Northgate Way,Seattle,WA,98125,US,,,USD,,,Pets Allowed; Fitness Center; In Unit Washer &amp; Dryer; Rooftop Deck,,Takes 91.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Owl Northgate,https://www.apartments.com/owl-northgate-seattle-wa/x50bn2n/,,11201 Roosevelt Way NE,Seattle,WA,,US,,,USD,,,,,Takes 92.3 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Westwood Vista,https://www.apartments.com/westwood-vista-seattle-wa/0vdf8m0/,4253363974,2200 SW Barton St,Seattle,WA,98106,US,,,USD,,,,,Takes 92.4 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Mountain View Apartment,https://www.apartments.com/mountain-view-apartment-seattle-wa/j7k7bn7/,2063502611,10522 Lake City Way NE,Seattle,WA,98125,US,,,USD,,,,,Takes 94.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Radford Court,https://www.apartments.com/radford-court-seattle-wa/3p8sreg/,,6301 65th Ave NE,Seattle,WA,98115,US,,,USD,,,,,Takes 96 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
SPOKANE AT RAINIER COURT a 55+ Affordable Community,https://www.apartments.com/spokane-at-rainier-court-a-55-affordable-community-seattle-wa/rx41013/,2065650280,3616 34th Ave S,Seattle,WA,98144,US,,,USD,,,,,Takes 101.1 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Encore,https://www.apartments.com/encore-seattle-wa/yz4hdts/,4255227332,4689 Martin Luther King Jr Way S,Seattle,WA,98108,US,,,USD,,,,,Takes 108.4 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Symphony Apartments,https://www.apartments.com/symphony-apartments-seattle-wa/bybl569/,5097767177,4221 37th Ave S,Seattle,WA,98118,US,,,USD,,,,,Takes 108.8 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Greenwood North Apartments,https://www.apartments.com/greenwood-north-apartments-seattle-wa/4mge8pl/,2063397408,13322 Greenwood Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 110.1 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
CityLine,https://www.apartments.com/cityline-seattle-wa/l4knj3g/,,4740 32nd Ave S,Seattle,WA,98118,US,,,USD,,,,,Takes 112.4 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Linden Flats,https://www.apartments.com/linden-flats-seattle-wa/elrzc1p/,4253908363,13280 Linden Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 112.7 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
The Edge North,https://www.apartments.com/the-edge-north-seattle-wa/l4k8tjg/,2063395991,12040 28th Ave NE,Seattle,WA,98125,US,,,USD,,,,,Takes 114 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Arlo,https://www.apartments.com/arlo-seattle-wa/g8e83wz/,,4720 Rainier Ave S,Seattle,WA,98118,US,,,USD,,,,,Takes 116.1 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Angeline Apartments,https://www.apartments.com/angeline-apartments-seattle-wa/66tvzer/,4255228849,4801 Rainier Ave S,Seattle,WA,98118,US,,,USD,,,,,Takes 116.9 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Willows Court Apartment Homes,https://www.apartments.com/willows-court-apartment-homes-seattle-wa/0j92tn0/,,12316 28th Ave NE,Seattle,WA,98125,US,,,USD,,,,,Takes 117.5 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
The Amesbury,https://www.apartments.com/the-amesbury-seattle-wa/2m1ych9/,,13739 Linden Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 117.5 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Park Terrace,https://www.apartments.com/park-terrace-burien-wa/71f5l0x/,2066874940,11020 16th Ave SW,Burien,WA,98146,US,,,USD,,,,,Takes 117.6 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Coronado Springs,https://www.apartments.com/coronado-springs-seattle-wa/yv94tct/,,1400 SW 107th St,Seattle,WA,98146,US,,,USD,,,,,Takes 118.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
DubSea Apartments | Modern Apartment Homes w/ In-Unit Laundry,https://www.apartments.com/dubsea-apartments-modern-apartment-homes-w-in-unit-laundry-seattle-wa/32b2g3e/,4252305939,11060 16th Ave SW,Seattle,WA,98146,US,,,USD,,,,,Takes 119.9 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Greenwood Place Apartments,https://www.apartments.com/greenwood-place-apartments-seattle-wa/xdm7kgp/,,14307 Greenwood Ave N,Seattle,WA,98133,US,,,USD,,,,,Takes 120.3 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Solara,https://www.apartments.com/solara-seattle-wa/02q9g91/,2062036709,12736 Lake City Way NE,Seattle,WA,98125,US,,,USD,,,,,Takes 120.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
The Aries at Bitter Lake,https://www.apartments.com/the-aries-at-bitter-lake-seattle-wa/w3j7b7k/,,916 N 143rd St,Seattle,WA,98133,US,,,USD,,,,,Takes 122.2 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Mysa Apartments,https://www.apartments.com/mysa-apartments-seattle-wa/vdk7fkd/,2065943526,3025 NE 130th St,Seattle,WA,98125,US,,,USD,,,,,Takes 124.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
The LINE,https://www.apartments.com/the-line-shoreline-wa/71byhvz/,,132 NE 145th St,Shoreline,WA,98155,US,,,USD,,,,,Takes 128.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Verdant,https://www.apartments.com/verdant-shoreline-wa/1mjry76/,,108 NE 145th St,Shoreline,WA,98155,US,,,USD,,,,,Takes 129.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Andante,https://www.apartments.com/andante-seattle-wa/j43dvw5/,2069815303,3031 NE 137th St,Seattle,WA,98125,US,,,USD,,,,,Takes 130.9 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Altaire at Jackson Park,https://www.apartments.com/altaire-at-jackson-park-seattle-wa/b6stgmb/,2062024194,14343 15th Ave NE,Seattle,WA,98125,US,,,USD,,,,,Takes 131.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Zinnia,https://www.apartments.com/zinnia-shoreline-wa/7wx01ez/,,2300 N 147th St,Shoreline,WA,98133,US,,,USD,,,,,Takes 131.3 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Executive Estates,https://www.apartments.com/executive-estates-seattle-wa/2vnlp78/,,1227 NE 143rd St,Seattle,WA,98125,US,,,USD,,,,,Takes 131.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
HIDDEN CREEK VILLAGE APTS,https://www.apartments.com/hidden-creek-village-apts-seattle-wa/5rp1jcq/,2062033202,13751 32nd Ave. N.E.,Seattle,WA,98125,US,,,USD,,,,,Takes 134.3 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Lake City Apartments,https://www.apartments.com/lake-city-apartments-seattle-wa/smb8987/,2065934164,3033-3043 NE 140th St,Seattle,WA,98125,US,,,USD,,,,,Takes 135.3 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Array,https://www.apartments.com/array-seattle-wa/jc7yzh5/,4255225189,14027 Lake City Way NE,Seattle,WA,98125,US,,,USD,,,,,Takes 135.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Promenade at the Park Apartment Homes,https://www.apartments.com/promenade-at-the-park-apartment-homes-seattle-wa/c67n2xe/,,3215 NE 143rd St,Seattle,WA,98125,US,,,USD,,,,,Takes 136.2 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Sou&amp;amp;#39;Wester Apartments,https://www.apartments.com/sou39wester-apartments-seattle-wa/8hvn710/,2062499402,11054 4th Ave SW,Seattle,WA,98146,US,,,USD,,,,,Takes 137.5 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Autumn Ridge Apartments,https://www.apartments.com/autumn-ridge-apartments-seattle-wa/7wnxf2z/,2062225364,15135 Stone Ln N,Seattle,WA,98133,US,,,USD,,,,,Takes 137.7 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Ambaum Place,https://www.apartments.com/ambaum-place-seattle-wa/w62mtwl/,4255599971,12300 Ambaum Blvd SW,Seattle,WA,98146,US,,,USD,,,,,Takes 138.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
3030 Lake City,https://www.apartments.com/3030-lake-city-seattle-wa/rpfk3p0/,,3030 NE 143rd St,Seattle,WA,98125,US,,,USD,,,,,Takes 138.2 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Latitude 112,https://www.apartments.com/latitude-112-seattle-wa/5k7z6zp/,,125 SW 112th St,Seattle,WA,98168,US,,,USD,,,,,Takes 139 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Garden Pointe,https://www.apartments.com/garden-pointe-seattle-wa/n3e96pq/,,130 SW 112th St,Seattle,WA,98146,US,,,USD,,,,,Takes 140.3 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Lantera Apartments,https://www.apartments.com/lantera-apartments-seattle-wa/xwk2ntp/,2062026261,4601 S Graham St,Seattle,WA,98118,US,,,USD,,,,,Takes 141.2 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
The Mercer Apartment Homes,https://www.apartments.com/the-mercer-apartment-homes-mercer-island-wa/xnsvwgn/,,7650 SE 27th St,Mercer Island,WA,98040,US,,,USD,,,,,Takes 142.4 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Island Square,https://www.apartments.com/island-square-mercer-island-wa/bxj22hc/,,2758 78th Ave SE,Mercer Island,WA,98040,US,,,USD,,,,,Takes 144.2 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Mercy Othello Plaza,https://www.apartments.com/mercy-othello-plaza-seattle-wa/hchrev1/,4252431952,6940 Martin Luther King Jr Way S,Seattle,WA,98118,US,,,USD,,,,,Takes 144.5 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Willow Cottages,https://www.apartments.com/willow-cottages-seattle-wa/xvnghvp/,2064831990,4256 S Willow St,Seattle,WA,98118,US,,,USD,,,,,Takes 147 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
8616 14th Ave S,https://www.apartments.com/8616-14th-ave-s-seattle-wa/zwtbhnw/,,8616 14th Ave S Unit 4,Seattle,WA,98108,US,,,USD,,,,,Takes 147.8 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
The Station At Othello Park,https://www.apartments.com/the-station-at-othello-park-seattle-wa/jbdwrp5/,,4219 S Othello St,Seattle,WA,98118,US,,,USD,,,,,Takes 149.4 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
4230 NE 8th Ave,https://www.apartments.com/4230-ne-8th-ave-seattle-wa/zbdlfxx/,2063096057,4230 NE 8th Ave,Seattle,WA,98105,US,,,USD,,,,,Takes 151.5 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
Cedar Apartments,https://www.apartments.com/cedar-apartments-seattle-wa/9kmrqb7/,2064018075,4262 NE 8th Ave,Seattle,WA,98105,US,,,USD,,,,,Takes 151.5 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
Sheridan Beach Terrace,https://www.apartments.com/sheridan-beach-terrace-lake-forest-park-wa/yt6f2ms/,2062223960,15530 Bothell Way NE,Lake Forest Park,WA,98155,US,,,USD,,,,,Takes 154.8 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Alcove at Seahurst Apartments,https://www.apartments.com/alcove-at-seahurst-apartments-burien-wa/nbzcdpp/,,14001 Ambaum Blvd sw,Burien,WA,98166,US,,,USD,,,,,Takes 160 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Linden Highlands,https://www.apartments.com/linden-highlands-shoreline-wa/tfszgf9/,2062021903,17520 Linden Ave N,Shoreline,WA,98133,US,,,USD,,,,,Takes 161.9 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Modera Shoreline,https://www.apartments.com/modera-shoreline-shoreline-wa/0cm57r0/,,17888 Linden Ave N,Shoreline,WA,98133,US,,,USD,,,,,Takes 162.5 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Postmark Apartments,https://www.apartments.com/postmark-apartments-shoreline-wa/sv8b3e6/,,17233 15th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 163.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
ION Town Center,https://www.apartments.com/ion-town-center-shoreline-wa/w4zb7sj/,,18004 Midvale Ave N,Shoreline,WA,98133,US,,,USD,,,,,Takes 164.9 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Green Leaf Shoreline,https://www.apartments.com/green-leaf-shoreline-shoreline-wa/34gwyvd/,,17567 15th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 166.7 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Shorewood,https://www.apartments.com/shorewood-mercer-island-wa/z652x7z/,,3209 Shorewood Dr,Mercer Island,WA,98040,US,,,USD,,,,,Takes 167.2 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Alta Norra,https://www.apartments.com/alta-norra-shoreline-wa/q7d8e0x/,,17712 15th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 167.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Arabella Apartment Homes,https://www.apartments.com/arabella-apartment-homes-shoreline-wa/pk5j62v/,,17763 15th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 169.9 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Canopy,https://www.apartments.com/canopy-shoreline-wa/5nv0eqn/,,18815 Aurora Ave N,Shoreline,WA,98133,US,,,USD,,,,,Takes 173.4 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Arabella Apartment Homes II,https://www.apartments.com/arabella-apartment-homes-ii-shoreline-wa/8rvxpm0/,,1221 NE 180th St,Shoreline,WA,98155,US,,,USD,,,,,Takes 176.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Lux,https://www.apartments.com/lux-bellevue-wa/94rzxl5/,,1000 100th Ave NE,Bellevue,WA,98004,US,,,USD,,,,,Takes 176.8 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
KINECT AT BURIEN,https://www.apartments.com/kinect-at-burien-burien-wa/1yddln6/,,631 SW 150th St,Burien,WA,98166,US,,,USD,,,,,Takes 178.5 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Vintage at Burien,https://www.apartments.com/vintage-at-burien-burien-wa/8flvq53/,2062036602,149 S 140th St,Burien,WA,98168,US,,,USD,,,,,Takes 178.9 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
The Blakely at Echo Lake,https://www.apartments.com/the-blakely-at-echo-lake-shoreline-wa/cnl684g/,,1140 N 192nd St,Shoreline,WA,98133,US,,,USD,,,,,Takes 179.8 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Mountainview Apartments,https://www.apartments.com/mountainview-apartments-seattle-wa/rgf3r30/,3606441848,10625 22nd Pl S,Seattle,WA,98168,US,,,USD,,,,,Takes 180.8 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Echo Lake Apartment Homes,https://www.apartments.com/echo-lake-apartment-homes-shoreline-wa/087fb80/,2065895243,1150 N 192nd St,Shoreline,WA,98133,US,,,USD,,,,,Takes 181.5 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Le Chateau Apartments,https://www.apartments.com/le-chateau-apartments-bellevue-wa/093nvj1/,4256719998,1111 102nd Ave NE,Bellevue,WA,98004,US,,,USD,,,,,Takes 181.6 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
Kinect at Shoreline,https://www.apartments.com/kinect-at-shoreline-shoreline-wa/r88zcw3/,,18553 8th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 182.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Lake Washington Apartments,https://www.apartments.com/lake-washington-apartments-seattle-wa/xjkk8qm/,2064663051,9061 Seward Park Ave S,Seattle,WA,98118,US,,,USD,,,,,Takes 184.5 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
LARC at Burien (Senior Housing 55+),https://www.apartments.com/larc-at-burien-senior-housing-55-burien-wa/f28ehys/,,11670 Des Moines Memorial Dr,Burien,WA,98168,US,,,USD,,,,,Takes 189.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
The Artiste,https://www.apartments.com/the-artiste-shoreline-wa/cr79mdf/,,20221 Aurora Ave N,Shoreline,WA,98133,US,,,USD,,,,,Takes 189.9 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Arise Highline,https://www.apartments.com/arise-highline-burien-wa/n74k13p/,2537332115,143 S 152nd St,Burien,WA,98148,US,,,USD,,,,,Takes 197 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Ballinger Place,https://www.apartments.com/ballinger-place-llc-shoreline-wa/yrjnfbv/,2067361203,20060-20318 15th Ave NE,Shoreline,WA,98155,US,,,USD,,,,,Takes 200.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Whisperwood Apartments,https://www.apartments.com/whisperwood-apartments-seattle-wa/r86wlk3/,2064571468,11844 26th Ave S,Seattle,WA,98168,US,,,USD,,,,,Takes 202.4 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Vintage at the Overlook,https://www.apartments.com/vintage-at-the-overlook-tukwila-wa/f6jycqv/,4252726828,10811 47th Ave S,Tukwila,WA,98178,US,,,USD,,,Pets Allowed; Fitness Center; In Unit Washer &amp; Dryer,,Takes 202.9 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Cambridge Square,https://www.apartments.com/cambridge-square-burien-wa/zf0hx9z/,2068870642,455 S 156th St,Burien,WA,98148,US,,,USD,,,Pets Allowed; Pool; In Unit Washer &amp; Dryer,,Takes 205.2 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Brackett Apartments,https://www.apartments.com/brackett-apartments-edmonds-wa/jyt58l6/,,9501 244th St SW,Edmonds,WA,98020,US,,,USD,,,,,Takes 205.7 mins to the nearest Microsoft shuttle stop at N 45th St & Stone Way N,
Vela,https://www.apartments.com/vela-kirkland-wa/k753x98/,,140 Lake St S,Kirkland,WA,98033,US,,,USD,,,,,Takes 206 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
The Mauna Kea Apartments (Age-Restricted/55+),https://www.apartments.com/the-mauna-kea-apartments-age-restricted-55-tukwila-wa/kvqdvjc/,2067382423,11133 51st Ave S,Tukwila,WA,98178,US,,,USD,,,,,Takes 206.9 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Terrace Station Apartments,https://www.apartments.com/terrace-station-apartments-mountlake-terrace-wa/krzrr0c/,,24000 VanRy Blvd,Mountlake Terrace,WA,98043,US,,,USD,,,,,Takes 210.1 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Traxx Apartments,https://www.apartments.com/traxx-apartments-mountlake-terrace-wa/hej2hd3/,,23905 Van Ry Blvd,Mountlake Terrace,WA,98043,US,,,USD,,,,,Takes 211.2 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Crestwood Apartments,https://www.apartments.com/crestwood-apartments-kenmore-wa/q8es9dw/,2066934798,6626-6630 NE 182nd St,Kenmore,WA,98028,US,,,USD,,,,,Takes 211.4 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Spencer 68,https://www.apartments.com/spencer-68-kenmore-wa/bc38r49/,,6711 NE 182nd St,Kenmore,WA,98028,US,,,USD,,,,,Takes 216.2 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Heron View Apartment Homes,https://www.apartments.com/heron-view-apartment-homes-kenmore-wa/g398jgz/,8704515158,18249 73rd Ave NE,Kenmore,WA,98028,US,,,USD,,,,,Takes 223 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Tukwila Village Senior Living Apartments,https://www.apartments.com/tukwila-village-senior-living-apartments-tukwila-wa/wbx3e1k/,4253905984,14200 Tukwila International Blvd,Tukwila,WA,98168,US,,,USD,,,,,Takes 233 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Greentree,https://www.apartments.com/greentree-seattle-wa/hdrb9f3/,2062074497,6900 S 125th St,Seattle,WA,98178,US,,,USD,,,Pets Allowed; Balcony,,Takes 236.3 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Foster Commons,https://www.apartments.com/foster-commons-tukwila-wa/nt9lwpq/,2062088832,5700 S 129th St,Tukwila,WA,98178,US,,,USD,,,,,Takes 237.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Park Hill,https://www.apartments.com/park-hill-seattle-wa/3614r9e/,,12511 69th Ave,Seattle,WA,98178,US,,,USD,,,,,Takes 237.6 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Adara at SeaTac,https://www.apartments.com/adara-at-seatac-seatac-wa/l2j36qd/,,15311 33rd Ave S,Seatac,WA,98188,US,,,USD,,,,,Takes 238.5 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Seasons,https://www.apartments.com/seasons-tukwila-wa/65lydkr/,2538679576,3721 S 152nd St,Tukwila,WA,98188,US,,,USD,,,,,Takes 239.5 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Hillview Apartments,https://www.apartments.com/hillview-apartments-seattle-wa/v1ymrdf/,4252767624,12825 60th Ln S,Seattle,WA,98178,US,,,USD,,,,,Takes 239.9 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Cottage Woods,https://www.apartments.com/cottage-woods-tukwila-wa/l1pdjqe/,2533364359,4025 Southcenter Blvd,Tukwila,WA,98188,US,,,USD,,,,,Takes 248.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Foster Greens,https://www.apartments.com/foster-greens-tukwila-wa/2drrrd9/,2062103041,13865 Interurban Ave S,Tukwila,WA,98168,US,,,USD,,,,,Takes 249.4 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Cambridge Park Villa,https://www.apartments.com/cambridge-park-villa-seattle-wa/0wnvy13/,4259709193,6801 S 133rd St,Seattle,WA,98178,US,,,USD,,,,,Takes 250 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Springbrook Reserve Condominiums,https://www.apartments.com/springbrook-reserve-condominiums-seattle-wa/qjln8bz/,4257286728,7033 S 133rd St,Seattle,WA,98178,US,,,USD,,,,,Takes 252.3 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Creston Point,https://www.apartments.com/creston-point-seattle-wa/zljlcty/,,13445 Martin Luther King Jr Way,Seattle,WA,98178,US,,,USD,,,,,Takes 253.3 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Avana at South Station,https://www.apartments.com/avana-at-south-station-tukwila-wa/z60jp5z/,,4708 Southcenter Blvd,Tukwila,WA,98188,US,,,USD,,,,,Takes 254 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
